Port Name,State,Port Code,Border,Date,Measure,Value,Location
Skagway,Alaska,3103,US-Canada Border,3/1/2019 0:00,Trucks,133,POINT (-135.30656 59.47196999999999)
Eastport,Idaho,3302,US-Canada Border,3/1/2019 0:00,Trucks,4878,POINT (-116.18027999999998 48.99944)
Otay Mesa,California,2506,US-Mexico Border,3/1/2019 0:00,Personal Vehicle Passengers,1000999,POINT (-117.05333 32.57333)
Warroad,Minnesota,3423,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,12419,POINT (-95.3261 48.89625)
Van Buren,Maine,108,US-Canada Border,3/1/2019 0:00,Pedestrians,5,POINT (-67.94271 47.16207)
Nogales,Arizona,2604,US-Mexico Border,3/1/2019 0:00,Rail Containers Full,2887,POINT (-110.93361 31.340279999999996)
Jackman,Maine,104,US-Canada Border,3/1/2019 0:00,Bus Passengers,344,POINT (-70.255 45.62389)
Eastport,Maine,103,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,12108,POINT (-66.99387 44.90357)
Porthill,Idaho,3308,US-Canada Border,3/1/2019 0:00,Truck Containers Full,28,POINT (-116.49828 48.99282)
Cross Border Xpress,California,2582,US-Mexico Border,3/1/2019 0:00,Pedestrians,121176,POINT (-116.975 32.54722)
Alexandria Bay,New York,708,US-Canada Border,3/1/2019 0:00,Bus Passengers,2061,POINT (-75.91806 44.33583)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2019 0:00,Pedestrians,3823,POINT (-112.81500000000001 31.8825)
Andrade,California,2502,US-Mexico Border,3/1/2019 0:00,Pedestrians,95326,POINT (-114.63402 32.7394)
Calexico East,California,2507,US-Mexico Border,3/1/2019 0:00,Pedestrians,38188,POINT (-115.48433000000001 32.67524)
Detroit,Michigan,3801,US-Canada Border,3/1/2019 0:00,Trucks,135787,POINT (-83.10222 42.38306000000001)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2019 0:00,Personal Vehicles,52541,POINT (-106.67903 31.850000000000005)
Jackman,Maine,104,US-Canada Border,3/1/2019 0:00,Rail Containers Empty,1100,POINT (-70.255 45.62389)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2019 0:00,Buses,103,POINT (-107.63944 31.827499999999997)
Limestone,Maine,118,US-Canada Border,3/1/2019 0:00,Truck Containers Full,2,POINT (-67.82708 46.90941)
Sasabe,Arizona,2606,US-Mexico Border,3/1/2019 0:00,Personal Vehicles,2295,POINT (-111.54139 31.48861)
Fort Kent,Maine,110,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,1616,POINT (-68.58458 47.26878)
Warroad,Minnesota,3423,US-Canada Border,3/1/2019 0:00,Bus Passengers,234,POINT (-95.3261 48.89625)
Otay Mesa,California,2506,US-Mexico Border,3/1/2019 0:00,Trains,38,POINT (-117.05333 32.57333)
Douglas,Arizona,2601,US-Mexico Border,3/1/2019 0:00,Buses,57,POINT (-109.54472 31.344439999999995)
Naco,Arizona,2603,US-Mexico Border,3/1/2019 0:00,Pedestrians,9215,POINT (-109.9475 31.335280000000004)
Porthill,Idaho,3308,US-Canada Border,3/1/2019 0:00,Buses,1,POINT (-116.49828 48.99282)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Bus Passengers,296,POINT (-93.41083 48.60111)
Ogdensburg,New York,701,US-Canada Border,3/1/2019 0:00,Trucks,3203,POINT (-75.48167 44.70667)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2019 0:00,Personal Vehicles,29645,POINT (-107.63944 31.827499999999997)
Warroad,Minnesota,3423,US-Canada Border,3/1/2019 0:00,Trucks,578,POINT (-95.3261 48.89625)
Roseau,Minnesota,3426,US-Canada Border,3/1/2019 0:00,Trucks,204,POINT (-95.81074 48.77518)
Eastport,Idaho,3302,US-Canada Border,3/1/2019 0:00,Truck Containers Full,4368,POINT (-116.18027999999998 48.99944)
Detroit,Michigan,3801,US-Canada Border,3/1/2019 0:00,Personal Vehicles,342739,POINT (-83.10222 42.38306000000001)
Calais,Maine,115,US-Canada Border,3/1/2019 0:00,Pedestrians,372,POINT (-67.27917 45.18889)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2019 0:00,Personal Vehicles,611,POINT (-135.40995 59.10606000000001)
Eastport,Idaho,3302,US-Canada Border,3/1/2019 0:00,Bus Passengers,30,POINT (-116.18027999999998 48.99944)
Fort Kent,Maine,110,US-Canada Border,3/1/2019 0:00,Pedestrians,65,POINT (-68.58458 47.26878)
Whitlash,Montana,3321,US-Canada Border,3/1/2019 0:00,Personal Vehicles,63,POINT (-111.24900000000001 48.90372)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,609,POINT (-93.41083 48.60111)
Trout River,New York,715,US-Canada Border,3/1/2019 0:00,Rail Containers Full,2048,POINT (-73.44253 44.990010000000005)
Alexandria Bay,New York,708,US-Canada Border,3/1/2019 0:00,Buses,74,POINT (-75.91806 44.33583)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Rail Containers Full,55725,POINT (-93.41083 48.60111)
Detroit,Michigan,3801,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,578566,POINT (-83.10222 42.38306000000001)
Tecate,California,2505,US-Mexico Border,3/1/2019 0:00,Pedestrians,72714,POINT (-116.62667 32.57722)
Calexico East,California,2507,US-Mexico Border,3/1/2019 0:00,Buses,105,POINT (-115.48433000000001 32.67524)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Personal Vehicles,24849,POINT (-93.41083 48.60111)
Warroad,Minnesota,3423,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,374,POINT (-95.3261 48.89625)
Morgan,Montana,3319,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,9,POINT (-107.85719 48.78541)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,339,POINT (-96.82024 48.84911000000001)
Trout River,New York,715,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,596,POINT (-73.44253 44.990010000000005)
Houlton,Maine,106,US-Canada Border,3/1/2019 0:00,Buses,19,POINT (-67.84083 46.12611)
Naco,Arizona,2603,US-Mexico Border,3/1/2019 0:00,Truck Containers Full,123,POINT (-109.9475 31.335280000000004)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2019 0:00,Trains,153,POINT (-79.05694 43.09444)
Massena,New York,704,US-Canada Border,3/1/2019 0:00,Pedestrians,12,POINT (-74.74 44.98944)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2019 0:00,Truck Containers Empty,66,POINT (-107.63944 31.827499999999997)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2019 0:00,Bus Passengers,171,POINT (-106.67903 31.850000000000005)
Eastport,Idaho,3302,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,9719,POINT (-116.18027999999998 48.99944)
Calexico,California,2503,US-Mexico Border,3/1/2019 0:00,Personal Vehicles,413457,POINT (-115.49806000000001 32.67889)
San Luis,Arizona,2608,US-Mexico Border,3/1/2019 0:00,Personal Vehicle Passengers,450945,POINT (-114.78139000000002 32.48694)
Skagway,Alaska,3103,US-Canada Border,3/1/2019 0:00,Pedestrians,1,POINT (-135.30656 59.47196999999999)
Alexandria Bay,New York,708,US-Canada Border,3/1/2019 0:00,Trucks,16540,POINT (-75.91806 44.33583)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2019 0:00,Trucks,16,POINT (-112.81500000000001 31.8825)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,252,POINT (-131.64031 55.33897)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2019 0:00,Buses,53,POINT (-84.29889 46.47028)
Port Huron,Michigan,3802,US-Canada Border,3/1/2019 0:00,Personal Vehicles,106200,POINT (-82.47889 42.97583)
Eastport,Idaho,3302,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,711,POINT (-116.18027999999998 48.99944)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2019 0:00,Rail Containers Full,1506,POINT (-84.29889 46.47028)
Calexico East,California,2507,US-Mexico Border,3/1/2019 0:00,Personal Vehicle Passengers,498664,POINT (-115.48433000000001 32.67524)
Bridgewater,Maine,127,US-Canada Border,3/1/2019 0:00,Trucks,431,POINT (-67.84262 46.41923)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2019 0:00,Truck Containers Full,16,POINT (-112.81500000000001 31.8825)
Douglas,Arizona,2601,US-Mexico Border,3/1/2019 0:00,Pedestrians,75746,POINT (-109.54472 31.344439999999995)
Eastport,Idaho,3302,US-Canada Border,3/1/2019 0:00,Rail Containers Empty,667,POINT (-116.18027999999998 48.99944)
Piegan,Montana,3316,US-Canada Border,3/1/2019 0:00,Trucks,184,POINT (-113.43406 48.85152)
Roosville,Montana,3318,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,358,POINT (-115.04512000000001 48.88171)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2019 0:00,Trucks,77,POINT (-135.40995 59.10606000000001)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2019 0:00,Buses,54,POINT (-112.81500000000001 31.8825)
Skagway,Alaska,3103,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,130,POINT (-135.30656 59.47196999999999)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2019 0:00,Bus Passengers,292,POINT (-112.81500000000001 31.8825)
Ogdensburg,New York,701,US-Canada Border,3/1/2019 0:00,Personal Vehicles,21299,POINT (-75.48167 44.70667)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,12120,POINT (-67.82965 46.76891)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2019 0:00,Truck Containers Full,10827,POINT (-111.95972 48.99611000000001)
Eastport,Maine,103,US-Canada Border,3/1/2019 0:00,Personal Vehicles,7831,POINT (-66.99387 44.90357)
San Luis,Arizona,2608,US-Mexico Border,3/1/2019 0:00,Pedestrians,238073,POINT (-114.78139000000002 32.48694)
Fort Kent,Maine,110,US-Canada Border,3/1/2019 0:00,Trucks,1858,POINT (-68.58458 47.26878)
Vanceboro,Maine,105,US-Canada Border,3/1/2019 0:00,Trucks,12,POINT (-67.42955 45.55984)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,1175,POINT (-135.40995 59.10606000000001)
Roseau,Minnesota,3426,US-Canada Border,3/1/2019 0:00,Truck Containers Full,122,POINT (-95.81074 48.77518)
Alcan,Alaska,3104,US-Canada Border,3/1/2019 0:00,Truck Containers Full,162,POINT (-142.98928 63.33693)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Train Passengers,764,POINT (-93.41083 48.60111)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2019 0:00,Bus Passengers,297,POINT (-111.95972 48.99611000000001)
Scobey,Montana,3309,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,538,POINT (-105.44272 48.80707)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,3289,POINT (-96.82024 48.84911000000001)
Port Huron,Michigan,3802,US-Canada Border,3/1/2019 0:00,Truck Containers Full,52719,POINT (-82.47889 42.97583)
Jackman,Maine,104,US-Canada Border,3/1/2019 0:00,Train Passengers,47,POINT (-70.255 45.62389)
Morgan,Montana,3319,US-Canada Border,3/1/2019 0:00,Personal Vehicles,296,POINT (-107.85719 48.78541)
Port Huron,Michigan,3802,US-Canada Border,3/1/2019 0:00,Trains,312,POINT (-82.47889 42.97583)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Pedestrians,394,POINT (-93.41083 48.60111)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,146493,POINT (-73.44694 44.98639)
Morgan,Montana,3319,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,549,POINT (-107.85719 48.78541)
Opheim,Montana,3317,US-Canada Border,3/1/2019 0:00,Truck Containers Full,13,POINT (-106.40265 48.85574)
Raymond,Montana,3301,US-Canada Border,3/1/2019 0:00,Personal Vehicles,1591,POINT (-104.575 48.99667)
Del Bonita,Montana,3322,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,3,POINT (-112.32481 48.63274)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2019 0:00,Personal Vehicles,14465,POINT (-89.68472000000001 47.96389)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Trucks,1577,POINT (-93.41083 48.60111)
Scobey,Montana,3309,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,24,POINT (-105.44272 48.80707)
Detroit,Michigan,3801,US-Canada Border,3/1/2019 0:00,Trains,156,POINT (-83.10222 42.38306000000001)
Madawaska,Maine,109,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,148,POINT (-68.3271 47.35446)
Jackman,Maine,104,US-Canada Border,3/1/2019 0:00,Rail Containers Full,895,POINT (-70.255 45.62389)
Limestone,Maine,118,US-Canada Border,3/1/2019 0:00,Personal Vehicles,1044,POINT (-67.82708 46.90941)
Willow Creek,Montana,3325,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,386,POINT (-109.67761 48.54863)
Warroad,Minnesota,3423,US-Canada Border,3/1/2019 0:00,Truck Containers Full,206,POINT (-95.3261 48.89625)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,88047,POINT (-84.29889 46.47028)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2019 0:00,Buses,911,POINT (-79.05694 43.09444)
Roosville,Montana,3318,US-Canada Border,3/1/2019 0:00,Bus Passengers,252,POINT (-115.04512000000001 48.88171)
Calais,Maine,115,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,77077,POINT (-67.27917 45.18889)
Alcan,Alaska,3104,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,3399,POINT (-142.98928 63.33693)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2019 0:00,Rail Containers Empty,568,POINT (-111.95972 48.99611000000001)
Nogales,Arizona,2604,US-Mexico Border,3/1/2019 0:00,Personal Vehicles,280675,POINT (-110.93361 31.340279999999996)
Jackman,Maine,104,US-Canada Border,3/1/2019 0:00,Personal Vehicles,8113,POINT (-70.255 45.62389)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2019 0:00,Trucks,402,POINT (-96.82024 48.84911000000001)
Turner,Montana,3306,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,19,POINT (-108.40599 48.84361)
Limestone,Maine,118,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,1751,POINT (-67.82708 46.90941)
Van Buren,Maine,108,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,16418,POINT (-67.94271 47.16207)
Calexico East,California,2507,US-Mexico Border,3/1/2019 0:00,Truck Containers Empty,14494,POINT (-115.48433000000001 32.67524)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Trains,387,POINT (-93.41083 48.60111)
Port Huron,Michigan,3802,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,213226,POINT (-82.47889 42.97583)
Turner,Montana,3306,US-Canada Border,3/1/2019 0:00,Truck Containers Full,22,POINT (-108.40599 48.84361)
Vanceboro,Maine,105,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,2116,POINT (-67.42955 45.55984)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2019 0:00,Personal Vehicles,253,POINT (-95.81074 48.77518)
Eastport,Maine,103,US-Canada Border,3/1/2019 0:00,Truck Containers Full,97,POINT (-66.99387 44.90357)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2019 0:00,Bus Passengers,1236,POINT (-107.63944 31.827499999999997)
Van Buren,Maine,108,US-Canada Border,3/1/2019 0:00,Trains,40,POINT (-67.94271 47.16207)
Raymond,Montana,3301,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,209,POINT (-104.575 48.99667)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2019 0:00,Buses,12,POINT (-93.41083 48.60111)
Vanceboro,Maine,105,US-Canada Border,3/1/2019 0:00,Train Passengers,54,POINT (-67.42955 45.55984)
Morgan,Montana,3319,US-Canada Border,3/1/2019 0:00,Truck Containers Full,24,POINT (-107.85719 48.78541)
Eastport,Idaho,3302,US-Canada Border,3/1/2019 0:00,Rail Containers Full,9518,POINT (-116.18027999999998 48.99944)
Roosville,Montana,3318,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,19076,POINT (-115.04512000000001 48.88171)
Tecate,California,2505,US-Mexico Border,3/1/2019 0:00,Truck Containers Full,2744,POINT (-116.62667 32.57722)
Porthill,Idaho,3308,US-Canada Border,3/1/2019 0:00,Personal Vehicles,9147,POINT (-116.49828 48.99282)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2019 0:00,Buses,564,POINT (-73.44694 44.98639)
Roosville,Montana,3318,US-Canada Border,3/1/2019 0:00,Buses,9,POINT (-115.04512000000001 48.88171)
Raymond,Montana,3301,US-Canada Border,3/1/2019 0:00,Truck Containers Full,1648,POINT (-104.575 48.99667)
Wildhorse,Montana,3323,US-Canada Border,3/1/2019 0:00,Bus Passengers,11,POINT (-109.67761 48.54863)
Detroit,Michigan,3801,US-Canada Border,3/1/2019 0:00,Buses,691,POINT (-83.10222 42.38306000000001)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,16979,POINT (-79.05694 43.09444)
Porthill,Idaho,3308,US-Canada Border,3/1/2019 0:00,Bus Passengers,31,POINT (-116.49828 48.99282)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2019 0:00,Truck Containers Full,61868,POINT (-79.05694 43.09444)
Madawaska,Maine,109,US-Canada Border,3/1/2019 0:00,Personal Vehicles,30366,POINT (-68.3271 47.35446)
Porthill,Idaho,3308,US-Canada Border,3/1/2019 0:00,Pedestrians,12,POINT (-116.49828 48.99282)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2019 0:00,Pedestrians,10132,POINT (-106.67903 31.850000000000005)
Roosville,Montana,3318,US-Canada Border,3/1/2019 0:00,Truck Containers Full,372,POINT (-115.04512000000001 48.88171)
Turner,Montana,3306,US-Canada Border,3/1/2019 0:00,Personal Vehicles,486,POINT (-108.40599 48.84361)
Raymond,Montana,3301,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,3095,POINT (-104.575 48.99667)
Tecate,California,2505,US-Mexico Border,3/1/2019 0:00,Trucks,4608,POINT (-116.62667 32.57722)
Calais,Maine,115,US-Canada Border,3/1/2019 0:00,Bus Passengers,80,POINT (-67.27917 45.18889)
Eastport,Maine,103,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,68,POINT (-66.99387 44.90357)
Skagway,Alaska,3103,US-Canada Border,3/1/2019 0:00,Truck Containers Full,3,POINT (-135.30656 59.47196999999999)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2019 0:00,Rail Containers Full,8718,POINT (-79.05694 43.09444)
Calais,Maine,115,US-Canada Border,3/1/2019 0:00,Rail Containers Empty,120,POINT (-67.27917 45.18889)
Jackman,Maine,104,US-Canada Border,3/1/2019 0:00,Trains,45,POINT (-70.255 45.62389)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2019 0:00,Bus Passengers,583,POINT (-84.29889 46.47028)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2019 0:00,Trains,30,POINT (-84.29889 46.47028)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2019 0:00,Trucks,11916,POINT (-111.95972 48.99611000000001)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2019 0:00,Bus Passengers,19273,POINT (-73.44694 44.98639)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,462,POINT (-95.81074 48.77518)
Port Huron,Michigan,3802,US-Canada Border,3/1/2019 0:00,Train Passengers,678,POINT (-82.47889 42.97583)
Opheim,Montana,3317,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,428,POINT (-106.40265 48.85574)
Ogdensburg,New York,701,US-Canada Border,3/1/2019 0:00,Bus Passengers,50,POINT (-75.48167 44.70667)
Detroit,Michigan,3801,US-Canada Border,3/1/2019 0:00,Train Passengers,477,POINT (-83.10222 42.38306000000001)
Turner,Montana,3306,US-Canada Border,3/1/2019 0:00,Personal Vehicle Passengers,900,POINT (-108.40599 48.84361)
Calais,Maine,115,US-Canada Border,3/1/2019 0:00,Personal Vehicles,47047,POINT (-67.27917 45.18889)
Van Buren,Maine,108,US-Canada Border,3/1/2019 0:00,Train Passengers,68,POINT (-67.94271 47.16207)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2019 0:00,Truck Containers Full,52,POINT (-67.82965 46.76891)
Trout River,New York,715,US-Canada Border,3/1/2019 0:00,Train Passengers,98,POINT (-73.44253 44.990010000000005)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2019 0:00,Pedestrians,21961,POINT (-107.63944 31.827499999999997)
Calexico East,California,2507,US-Mexico Border,3/1/2019 0:00,Rail Containers Full,20,POINT (-115.48433000000001 32.67524)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2019 0:00,Trucks,410,POINT (-67.82965 46.76891)
Raymond,Montana,3301,US-Canada Border,3/1/2019 0:00,Bus Passengers,27,POINT (-104.575 48.99667)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2019 0:00,Truck Containers Empty,1284,POINT (-106.67903 31.850000000000005)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2019 0:00,Truck Containers Full,63,POINT (-96.82024 48.84911000000001)
Scobey,Montana,3309,US-Canada Border,3/1/2019 0:00,Trucks,27,POINT (-105.44272 48.80707)
Limestone,Maine,118,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,26,POINT (-67.82708 46.90941)
Ogdensburg,New York,701,US-Canada Border,3/1/2019 0:00,Truck Containers Empty,574,POINT (-75.48167 44.70667)
